Fecha;Medio;Año;Posición;Artista;Canción;Nacionalidad;Género
Marzo;Radio;2022;9;Wisin, Camilo Y Los Legendarios;Buenos DÃ­as;PR;Urbano
Marzo;Radio;2022;10;Maluma;Sobrio;CO;Urbano
Marzo;Radio;2022;11;Tiago Pzk, Lit Killah, Maria Becerra;ENTRE NOSOTROS REMIX;AR, AR;Urbano
Marzo;Radio;2022;12;PolimÃ¡ Westcoast , Pailita;ULTRA SOLO;CL;Urbano
Marzo;Radio;2022;13;Ed Sheeran Ft Taylor Swift;The Joker , The Queen;GB;Pop
Marzo;Radio;2022;14;Harry Styles;Watermelon Sugar;GB;Pop
Marzo;Radio;2022;15;Charles , Eddie;Would I Lie To You?;US;Pop
Marzo;Radio;2022;16;Denise Rosenthal;Agua Segura;CL;Pop
Marzo;Radio;2022;17;Camilo , Evaluna Montaner;Indigo;ES;Pop
Marzo;Radio;2022;18;Paloma Mami;Cosas De La Vida;US;Urbano
Marzo;Radio;2022;19;Cris Mj;Una Noche En MedellÃ­n;CL;Urbano
Marzo;Radio;2022;20;Carlos Vives, Ricky Martin;Cancion Bonita;CO, PR;Pop
Marzo;Radio;2022;21;Carlos Vives Y Camilo;Baloncito Viejo;CO;Pop
Marzo;Radio;2022;22;Tini , BeÃ©le;Fantasi;AR;Pop
Marzo;Radio;2022;23;Rauw Alejandro Y Chencho Corleone;Desesperados;PR;Urbano
Marzo;Radio;2022;24;Cnco;Party, Humo Y Alcohol;US;Urbano
Marzo;Radio;2022;25;Sophie Ellis-Bextor;Murder On The Dancefloor;GB;Pop
Marzo;Radio;2022;26;Ricky Martin , Paloma Mami;Que Rico Fuera;PR;Pop
Marzo;Radio;2022;27;Nicky Jam;Ojos Rojos;PR;Urbano
Marzo;Radio;2022;28;Dua Lipa;Don't Start Now;GB;Pop
Marzo;Radio;2022;29;Jhay Cortez, Anuel Aa;Ley Seca;PR;Urbano
Marzo;Radio;2022;30;TiÃ«sto , Karol G;Don't Be Shy;NL;Electrónica
Marzo;Radio;2022;31;Dua Lipa;Love Again;GB;Pop
Marzo;Radio;2022;32;Ed Sheeran;Shivers;GB;Pop
Marzo;Radio;2022;33;Coldplay, Bts;My Universe;GB, KR;Pop
Marzo;Radio;2022;34;R.E.M.;Everybody Hurts;US;Rock
Marzo;Radio;2022;35;Pharrell Williams;Happy;US;Pop
Marzo;Radio;2022;36;Mon Laferte;Tu Falta De Querer;MX;Pop
Marzo;Radio;2022;37;The Weeknd;Blinding Lights;CA;Pop
Marzo;Radio;2022;38;Marcianeke , Pailita;Dimelo Ma;CL;Urbano
Marzo;Radio;2022;39;Harry Styles;Adore You;GB;Pop
Marzo;Radio;2022;40;Aventura, Bad Bunny;Volvi;US, PR;Latino/Tropical
Marzo;Radio;2022;41;Bruno Mars, Anderson .Paak, Silk Sonic;Leave The Door Open;US, US, US;Pop
Marzo;Radio;2022;42;Bruno Mars, Anderson .Paak, Silk Sonic;Smokin Out The Window;US, US, US;Pop
Marzo;Radio;2022;43;JESSE , JOY;Respirar;US;Pop
Marzo;Radio;2022;44;Ed Sheeran;Bad Habits;GB;Pop
Marzo;Radio;2022;45;Cami;Poca Fe;CL;Pop
Marzo;Radio;2022;46;Doja Cat;Woman [Explicit];US;Pop
Marzo;Radio;2022;47;Dua Lipa;LEVITATING;GB;Pop
Marzo;Radio;2022;48;Luis Fonsi, Manuel Turizo;Vacaciones;PR, CO;Pop
Marzo;Radio;2022;49;Dire Straits;Sultans Of Swing;GB;Rock
Marzo;Radio;2022;50;Trueno;Dance Crip;AR;Urbano
Marzo;Radio;2022;51;Ed Sheeran;Shape Of You;GB;Pop
Marzo;Radio;2022;52;Los Ãngeles Azules, Nicki Nicole;Otra Noche;MX, AR;Latino/Tropical
Marzo;Radio;2022;53;Camila Cabello Feat. Ed Sheeran;Bam Bam;CU;Pop
Marzo;Radio;2022;54;SIA;Chandelier;AU;Pop
Marzo;Radio;2022;55;Anitta;Envolver (Justin Quiles Remix);BR;Latino/Tropical
Marzo;Radio;2022;56;Myke Towers;Almas Gemelas;PR;Urbano
Marzo;Radio;2022;57;Marc Anthony;Mala;US;Latino/Tropical
Marzo;Radio;2022;58;Justin Bieber;Peaches Feat. Daniel Caesar, Giveon;CA;Pop
Marzo;Radio;2022;59;J Balvin, Maria Becerra;QuÃ© MÃ¡s Pues?;CO, AR;Urbano
Marzo;Radio;2022;60;The Weeknd;Take My Breath;CA;Pop
Marzo;Radio;2022;61;Mon Laferte;AmÃ¡rrame Feat. Juanes;MX;Pop
Marzo;Radio;2022;62;Paloma Mami;No Te Enamores;US;Urbano
Marzo;Radio;2022;63;Coldplay X Selena Gomez;Let Somebody Go;GB;Pop
Marzo;Radio;2022;64;Blessd, Justin Quiles, Lenny TavÃ¡rez;Medallo;CO, PR, PR;Urbano
Marzo;Radio;2022;65;Tones And I;Dance Monkey;AU;Pop
Marzo;Radio;2022;66;Daft Punk;Get Lucky Feat. Pharrell Williams;FR;Electrónica
Marzo;Radio;2022;67;The Weeknd;Save Your Tears;CA;Pop
Marzo;Radio;2022;68;Prince Royce , Maria Becerra;Te Espero;US;Latino/Tropical
Marzo;Radio;2022;69;Natalie Imbruglia;Torn;AU;Rock
Marzo;Radio;2022;70;Grupo Quetzal;El Condor Pasa;MX;Folk/Indie
Marzo;Radio;2022;71;The Weeknd;Save Your Tears (With Ariana Grande) (Remix);CA;Pop
Marzo;Radio;2022;72;The Strokes;Last Nite;US;Rock
Marzo;Radio;2022;73;Mon Laferte;Amor Completo;MX;Pop
Marzo;Radio;2022;74;Bad Bunny;Yonaguni;PR;Urbano
Marzo;Radio;2022;75;Reik , Maria Becerra;Los Tragos;MX;Pop
Marzo;Radio;2022;76;Denise Rosenthal;Lucha En Equilibrio;CL;Pop
Marzo;Radio;2022;77;Karol G, Nicki Minaj;TUSA;CO, US;Urbano
Marzo;Radio;2022;78;Justin Timberlake;CAN'T STOP THE FEELING! (Original Song From Dreamworks);US;Pop
Marzo;Radio;2022;79;Manuel Turizo;De 100 A 0;CO;Urbano
Marzo;Radio;2022;80;Farina;Adicta Al Perreo;CO;Urbano
Marzo;Radio;2022;81;Bruno Mars;Just The Way You Are;US;Pop
Marzo;Radio;2022;82;Mon Laferte;El Beso;MX;Pop
Marzo;Radio;2022;83;Maluma;Hawai;CO;Urbano
Marzo;Radio;2022;84;Ozuna;Deprimida;PR;Urbano
Marzo;Radio;2022;85;The Kid Laroi , Justin Bieber;Stay;AU;Pop
Marzo;Radio;2022;86;Amy Winehouse;Rehab;GB;Pop
Marzo;Radio;2022;87;Camilo;Vida De Rico;ES;Pop
Marzo;Radio;2022;88;Francisca Valenzuela;Quiero Verte MÃ¡s;CL;Rock
Marzo;Radio;2022;89;Ricky Martin;Otra Noche En L.A.;PR;Pop
Marzo;Radio;2022;90;Tini , Maria Becerra;Mienteme;AR;Pop
Marzo;Radio;2022;91;Adele;Oh My God;GB;Pop
Marzo;Radio;2022;92;Santaferia;Vamos A La Boti;CL;Latino/Tropical
Marzo;Radio;2022;93;Morat;Llamada Perdida;CO;Pop
Marzo;Radio;2022;94;Luciano Pereyra, Alejandro FernÃ¡ndez;Quedate;AR, MX;Pop
Marzo;Radio;2022;95;Mon Laferte;Algo Es Mejor;MX;Folk/Indie
Marzo;Radio;2022;96;Bruno Mars, Anderson .Paak, Silk Sonic;Skate;US, US, US;Pop
Marzo;Radio;2022;97;TiÃ«sto , Ava Max;The Motto;NL;Electrónica
Marzo;Radio;2022;98;Marcianeke;Que Pasa;CL;Urbano
Marzo;Radio;2022;99;Camilo , Shawn Mendes;KESI Remix;ES;Pop
Marzo;Radio;2022;100;Santaferia;AlgÃºn DÃ­a VolverÃ¡s;CL;Latino/Tropical
Abril;Radio;2022;1;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Abril;Radio;2022;2;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Abril;Radio;2022;3;Standly;Pegate;CL;Urbano
Abril;Radio;2022;4;Becky G , Karol G;Mamiii;DE;Urbano
Abril;Radio;2022;5;PolimÃ¡ Westcoast , Pailita;ULTRA SOLO;CL;Urbano
Abril;Radio;2022;6;Zzoilo, Aitana;Mon Amour (Remix);ES, ES;Pop
Abril;Radio;2022;7;Harry Styles;As It Was;GB;Pop
Abril;Radio;2022;8;Cris Mj;Una Noche En MedellÃ­n;CL;Urbano
Abril;Radio;2022;9;Rauw Alejandro Y Chencho Corleone;Desesperados;PR;Urbano
Abril;Radio;2022;10;J Balvin, Ed Sheeran;Sigue;CO, GB;Urbano
Abril;Radio;2022;11;Farruko;Pepas;PR;Urbano
Abril;Radio;2022;12;Rauw Alejandro;Todo De Ti;PR;Urbano
Abril;Radio;2022;13;Wisin, Camilo Y Los Legendarios;Buenos DÃ­as;PR;Urbano
Abril;Radio;2022;14;Adele;Easy On Me;GB;Pop
Abril;Radio;2022;15;Camila Cabello Feat. Ed Sheeran;Bam Bam;CU;Pop
Abril;Radio;2022;16;Tini , BeÃ©le;Fantasi;AR;Pop
Abril;Radio;2022;17;Cami;El Peor;CL;Pop
Abril;Radio;2022;18;Kool , The Gang;Fresh;US;Pop
Abril;Radio;2022;19;Carlos Vives Y Camilo;Baloncito Viejo;CO;Pop
Abril;Radio;2022;20;Daddy Yankee;RUMBATON;PR;Urbano
Abril;Radio;2022;21;Charles , Eddie;Would I Lie To You?;US;Pop
Abril;Radio;2022;22;Maluma;Sobrio;CO;Urbano
Abril;Radio;2022;23;Bizarrap;Tiago PZK: Bzrp Music Sessions, Vol. 48;AR;Urbano
Abril;Radio;2022;24;J Balvin, Ed Sheeran;Forever My Love;CO, GB;Urbano
Abril;Radio;2022;25;Bruno Mars, Anderson .Paak, Silk Sonic;Leave The Door Open;US, US, US;Pop
Abril;Radio;2022;26;Dua Lipa;Don't Start Now;GB;Pop
Abril;Radio;2022;27;Harry Styles;Watermelon Sugar;GB;Pop
Abril;Radio;2022;28;Jhay Cortez, Anuel Aa;Ley Seca;PR;Urbano
Abril;Radio;2022;29;Denise Rosenthal;Agua Segura;CL;Pop
Abril;Radio;2022;30;Ricky Martin , Paloma Mami;Que Rico Fuera;PR;Pop
Abril;Radio;2022;31;Paulo Londra;Plan A;AR;Urbano
Abril;Radio;2022;32;Tiago Pzk, Lit Killah, Maria Becerra;ENTRE NOSOTROS REMIX;AR, AR;Urbano
Abril;Radio;2022;33;Doja Cat;Woman [Explicit];US;Pop
Abril;Radio;2022;34;Mon Laferte;Tu Falta De Querer;MX;Pop
Abril;Radio;2022;35;The Weeknd;Blinding Lights;CA;Pop
Abril;Radio;2022;36;Trueno;Dance Crip;AR;Urbano
Abril;Radio;2022;37;Coldplay, Bts;My Universe;GB, KR;Pop
Abril;Radio;2022;38;Shania Twain;Man! I Feel Like A Woman!;CA;Pop
Abril;Radio;2022;39;Abel Pintos , Francisca Valenzuela;Abrazandonos;AR;Folk/Indie
Abril;Radio;2022;40;Pharrell Williams;Happy;US;Pop
Abril;Radio;2022;41;Dua Lipa;Love Again;GB;Pop
Abril;Radio;2022;42;Grupo Quetzal;El Condor Pasa;MX;Folk/Indie
Abril;Radio;2022;43;Daviddk;Tiki Taka;CL;Latino/Tropical
Abril;Radio;2022;44;RosalÃ­a;Candy;ES;Urbano
Abril;Radio;2022;45;Julieta Venegas;Mismo Amor;MX;Rock
Abril;Radio;2022;46;SIA;Chandelier;AU;Pop
Abril;Radio;2022;47;Ed Sheeran;Bad Habits;GB;Pop
Abril;Radio;2022;48;TiÃ«sto , Karol G;Don't Be Shy;NL;Electrónica
Abril;Radio;2022;49;Dire Straits;Sultans Of Swing;GB;Rock
Abril;Radio;2022;50;Tones And I;Dance Monkey;AU;Pop
Abril;Radio;2022;51;Cami;AquÃ­ Estoy;CL;Pop
Abril;Radio;2022;52;Blessd, Justin Quiles, Lenny TavÃ¡rez;Medallo;CO, PR, PR;Urbano
Abril;Radio;2022;53;Daddy Yankee, Bad Bunny;X ÃšLTIMA VEZ;PR, PR;Urbano
Abril;Radio;2022;54;Mon Laferte;AmÃ¡rrame Feat. Juanes;MX;Pop
Abril;Radio;2022;55;Nicky Jam;Ojos Rojos;PR;Urbano
Abril;Radio;2022;56;Ak4:20, Pailita, , Cris Mj;Me ArrepentÃ­;FR;Urbano
Abril;Radio;2022;57;Shawn Mendes;When You're Gone;CA;Pop
Abril;Radio;2022;58;Tiago Pzk;Hablando De Love;AR;Urbano
Abril;Radio;2022;59;Paloma Mami;FingÃ­as;US;Urbano
Abril;Radio;2022;60;Marc Anthony;Mala;US;Latino/Tropical
Abril;Radio;2022;61;Paloma Mami;No Te Enamores;US;Urbano
Abril;Radio;2022;62;Luis Fonsi Feat. Demi Lovato;Echame La Culpa;PR;Pop
Abril;Radio;2022;63;The Weeknd;Take My Breath;CA;Pop
Abril;Radio;2022;64;Morat;Llamada Perdida;CO;Pop
Abril;Radio;2022;65;Maroon 5;Memories;US;Pop
Abril;Radio;2022;66;Mon Laferte;El Beso;MX;Pop
Abril;Radio;2022;67;The Kid Laroi , Justin Bieber;Stay;AU;Pop
Abril;Radio;2022;68;JESSE , JOY;Respirar;US;Pop
Abril;Radio;2022;69;Daddy Yankee, Pitbull;Hot;PR, US;Urbano
Abril;Radio;2022;70;Harry Styles;Adore You;GB;Pop
Abril;Radio;2022;71;Ed Sheeran;Shivers;GB;Pop
Abril;Radio;2022;72;Marcianeke , Pailita;Dimelo Ma;CL;Urbano
Abril;Radio;2022;73;Justin Timberlake;CAN'T STOP THE FEELING! (Original Song From Dreamworks);US;Pop
Abril;Radio;2022;74;Bruno Mars, Anderson .Paak, Silk Sonic;Skate;US, US, US;Pop
Abril;Radio;2022;75;The Weeknd;Save Your Tears (With Ariana Grande) (Remix);CA;Pop
Abril;Radio;2022;76;Megan Thee Stallion , Dua Lipa;Sweetest Pie;US;Pop
Abril;Radio;2022;77;Daft Punk;Get Lucky Feat. Pharrell Williams;FR;Electrónica
Abril;Radio;2022;78;Camilo , Evaluna Montaner;Indigo;ES;Pop
Abril;Radio;2022;79;Marcianeke;Que Pasa;CL;Urbano
Abril;Radio;2022;80;Karol G, Nicki Minaj;TUSA;CO, US;Urbano
Abril;Radio;2022;81;The Weeknd;Sacrifice;CA;Pop
Abril;Radio;2022;82;Joss Stone;Super Duper Love;GB;Urbano
Abril;Radio;2022;83;Ed Sheeran;Shape Of You;GB;Pop
Abril;Radio;2022;84;Santaferia;AlgÃºn DÃ­a VolverÃ¡s;CL;Latino/Tropical
Abril;Radio;2022;85;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
Abril;Radio;2022;86;Los Vasquez;MiÃ©nteme Una Vez;CL;Latino/Tropical
Abril;Radio;2022;87;Aventura, Bad Bunny;Volvi;US, PR;Latino/Tropical
Abril;Radio;2022;88;Santaferia;Sakate Uno;CL;Latino/Tropical
Abril;Radio;2022;89;Cnco;Party, Humo Y Alcohol;US;Urbano
Abril;Radio;2022;90;Cami;Querida Rosa;CL;Pop
Abril;Radio;2022;91;Los Bunkers;Bailando Solo;CL;Rock
Abril;Radio;2022;92;Gepe;Fruta Y Te;CL;Folk/Indie
Abril;Radio;2022;93;The Weeknd;I Feel It Coming Feat. Daft Punk;CA;Pop
Abril;Radio;2022;94;Los Angeles Azules, Nicki Nicole;Otra Noche;MX, AR;Latino/Tropical
Abril;Radio;2022;95;Coldplay;Viva La Vida;GB;Pop
Abril;Radio;2022;96;Tini , L-Gante;Bar;AR;Pop
Abril;Radio;2022;97;Peaches Feat. Daniel Caesar, Giveon;Peaches Feat. Daniel Caesar, Giveon;US;Pop
Abril;Radio;2022;98;Olivia Rodrigo;Drivers License;US;Pop
Abril;Radio;2022;99;Mon Laferte;Amor Completo;MX;Pop
Abril;Radio;2022;100;Daddy Yankee;Agua;PR;Urbano
Mayo;Radio;2022;1;Harry Styles;As It Was;GB;Pop
Mayo;Radio;2022;2;PolimÃ¡ Westcoast , Pailita;ULTRA SOLO;CL;Urbano
Mayo;Radio;2022;3;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Mayo;Radio;2022;4;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Mayo;Radio;2022;5;Becky G , Karol G;Mamiii;DE;Urbano
Mayo;Radio;2022;6;Karol G;PROVENZA;CO;Urbano
Mayo;Radio;2022;7;Standly;Pegate;CL;Urbano
Mayo;Radio;2022;8;Camila Cabello Feat. Ed Sheeran;Bam Bam;CU;Pop
Mayo;Radio;2022;9;Cris Mj;Una Noche En MedellÃ­n;CL;Urbano
Mayo;Radio;2022;10;Rauw Alejandro Y Chencho Corleone;Desesperados;PR;Urbano
Mayo;Radio;2022;11;Zzoilo, Aitana;Mon Amour (Remix);ES, ES;Pop
Mayo;Radio;2022;12;Ak4:20, Pailita, , Cris Mj;Me ArrepentÃ­;FR;Urbano
Mayo;Radio;2022;13;Adele;Easy On Me;GB;Pop
Mayo;Radio;2022;14;Shakira , Rauw Alejandro;Te Felicito;CO;Pop
Mayo;Radio;2022;15;Daddy Yankee;RUMBATON;PR;Urbano
Mayo;Radio;2022;16;Los Bunkers;Bailando Solo;CL;Rock
Mayo;Radio;2022;17;BACILOS;Toca Madera;US;Pop
Mayo;Radio;2022;18;Wisin, Camilo Y Los Legendarios;Buenos DÃ­as;PR;Urbano
Mayo;Radio;2022;19;Rauw Alejandro;Todo De Ti;PR;Urbano
Mayo;Radio;2022;20;J Balvin, Ed Sheeran;Sigue;CO, GB;Urbano
Mayo;Radio;2022;21;Farruko;Pepas;PR;Urbano
Mayo;Radio;2022;22;Charles , Eddie;Would I Lie To You?;US;Pop
Mayo;Radio;2022;23;Luis Fonsi;Despacito (Featuring Daddy Yankee);PR;Urbano
Mayo;Radio;2022;24;Bizarrap;Tiago PZK: Bzrp Music Sessions, Vol. 48;AR;Urbano
Mayo;Radio;2022;25;Lizzo;About Damn Time;US;Pop
Mayo;Radio;2022;26;Tini , BeÃ©le;Fantasi;AR;Pop
Mayo;Radio;2022;27;Bruno Mars, Anderson .Paak;Leave The Door Open;US, US;Pop
Mayo;Radio;2022;28;Dua Lipa;Don't Start Now;GB;Pop
Mayo;Radio;2022;29;Jhay Cortez, Anuel Aa;Ley Seca;PR;Urbano
Mayo;Radio;2022;30;Eix, Dalex, Juhn;Tour (Remix);PR, PR;Urbano
Mayo;Radio;2022;31;Trueno;Dance Crip;AR;Urbano
Mayo;Radio;2022;32;Shawn Mendes;When You're Gone;CA;Pop
Mayo;Radio;2022;33;Luis Fonsi;Dolce;PR;Pop
Mayo;Radio;2022;34;Harry Styles;Watermelon Sugar;GB;Pop
Mayo;Radio;2022;35;Mon Laferte;Tu Falta De Querer;MX;Pop
Mayo;Radio;2022;36;Ricky Martin , Paloma Mami;Que Rico Fuera;PR;Pop
Mayo;Radio;2022;37;The Weeknd;Blinding Lights;CA;Pop
Mayo;Radio;2022;38;Abel Pintos , Francisca Valenzuela;Abrazandonos;AR;Folk/Indie
Mayo;Radio;2022;39;Paulo Londra;Plan A;AR;Urbano
Mayo;Radio;2022;40;Danny Ocean;Fuera Del Mercado;US;Urbano
Mayo;Radio;2022;41;Grupo Quetzal;El Condor Pasa;MX;Folk/Indie
Mayo;Radio;2022;42;R.E.M.;Everybody Hurts;US;Rock
Mayo;Radio;2022;43;AmÃ©rico;Aqui Abajo;CL;Latino/Tropical
Mayo;Radio;2022;44;Pharrell Williams;Happy;US;Pop
Mayo;Radio;2022;45;Doja Cat;Woman [Explicit];US;Pop
Mayo;Radio;2022;46;Luis Fonsi, Ozuna;Imposible;PR, PR;Pop
Mayo;Radio;2022;47;Dua Lipa;Love Again;GB;Pop
Mayo;Radio;2022;48;Paloma Mami;FingÃ­as;US;Urbano
Mayo;Radio;2022;49;RosalÃ­a;Candy;ES;Pop
Mayo;Radio;2022;50;Sam Smith;Love Me More;GB;Pop
Mayo;Radio;2022;51;Dire Straits;Sultans Of Swing;GB;Rock
Mayo;Radio;2022;52;The Kid Laroi , Justin Bieber;Stay;AU;Pop
Mayo;Radio;2022;53;Tones And I;Dance Monkey;AU;Pop
Mayo;Radio;2022;54;Coldplay, Bts;My Universe;GB, KR;Pop
Mayo;Radio;2022;55;Daddy Yankee, Bad Bunny;X ÃšLTIMA VEZ;PR, PR;Urbano
Mayo;Radio;2022;56;Ed Sheeran;Bad Habits;GB;Pop
Mayo;Radio;2022;57;Los Nocheros;Mama, MamÃ¡ (Live);AR;Folk/Indie
Mayo;Radio;2022;58;Tiago Pzk, Lit Killah;ENTRE NOSOTROS REMIX;AR;Urbano
Mayo;Radio;2022;59;Shania Twain;Man! I Feel Like A Woman!;CA;Pop
Mayo;Radio;2022;60;Maluma;Sobrio;CO;Urbano
Mayo;Radio;2022;61;Carlos Vives Y Camilo;Baloncito Viejo;CO;Pop
Mayo;Radio;2022;62;Paloma Mami;No Te Enamores;US;Urbano
Mayo;Radio;2022;63;The Weeknd;Take My Breath;CA;Pop
Mayo;Radio;2022;64;TiÃ«sto , Karol G;Don't Be Shy;NL;Electrónica
Mayo;Radio;2022;65;Daddy Yankee, Rauw Alejandro, Nile Rodgers;Agua;PR, PR, US;Urbano
Mayo;Radio;2022;66;Nicky Jam;Ojos Rojos;PR;Urbano
Mayo;Radio;2022;67;Mon Laferte;Amor Completo;MX;Pop
Mayo;Radio;2022;68;Coldplay;Viva La Vida;GB;Pop
Mayo;Radio;2022;69;The Weeknd;Sacrifice;CA;Pop
Mayo;Radio;2022;70;Mon Laferte;AmÃ¡rrame Feat. Juanes;MX;Pop
Mayo;Radio;2022;71;Los AutÃ©nticos Decadentes;El Murguero;AR;Rock
Mayo;Radio;2022;72;Tiago Pzk;Hablando De Love;AR;Urbano
Mayo;Radio;2022;73;Yanni;Nightingale (Live);GR;Otro
Mayo;Radio;2022;74;Camilo , Evaluna Montaner;Indigo;ES;Pop
Mayo;Radio;2022;75;Marcianeke , Pailita;Dimelo Ma;CL;Urbano
Mayo;Radio;2022;76;Zion , Lennox;Brisa Ft. Danny Ocean;US;Urbano
Mayo;Radio;2022;77;Daft Punk;Get Lucky Feat. Pharrell Williams;FR;Electrónica
Mayo;Radio;2022;78;Cabello, Camila / Becerra, Maria;Hasta Los Dientes;US, GR;Pop
Mayo;Radio;2022;79;Lil Fresh;Sateo;CL;Urbano
Mayo;Radio;2022;80;Denise Rosenthal;Lucha En Equilibrio;CL;Pop
Mayo;Radio;2022;81;Santaferia;AlgÃºn DÃ­a VolverÃ¡s;CL;Latino/Tropical
Mayo;Radio;2022;82;Marco Antonio SolÃ­s;Si No Te Hubieras Ido;MX;Latino/Tropical
Mayo;Radio;2022;83;Julieta Venegas;Mismo Amor;MX;Rock
Mayo;Radio;2022;84;Ed Sheeran;Shivers;GB;Pop
Mayo;Radio;2022;85;Daddy Yankee, Pitbull;Hot;PR, US;Urbano
Mayo;Radio;2022;86;Mon Laferte;Algo Es Mejor;MX;Pop
Mayo;Radio;2022;87;Justin Timberlake;CAN'T STOP THE FEELING! (Original Song From Dreamworks);US;Pop
Mayo;Radio;2022;88;Alesso, Katy Perry;When I'm Gone;SE, US;Electrónica
Mayo;Radio;2022;89;Olivia Rodrigo;Drivers License;US;Pop
Mayo;Radio;2022;90;Denise Rosenthal;Agua Segura;CL;Pop
Mayo;Radio;2022;91;Jonathan Cain;Body Language;US;Otro
Mayo;Radio;2022;92;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
Mayo;Radio;2022;93;Blessd, Justin Quiles, Lenny TavÃ¡rez;Medallo;CO, PR, PR;Urbano
Mayo;Radio;2022;94;Karol G, Nicki Minaj;TUSA;CO, US;Urbano
Mayo;Radio;2022;95;Maroon 5;Memories;US;Pop
Mayo;Radio;2022;96;Marc Anthony;Mala;US;Latino/Tropical
Mayo;Radio;2022;97;Tini , L-Gante;Bar;AR;Pop
Mayo;Radio;2022;98;Adele;Someone Like You;GB;Pop
Mayo;Radio;2022;99;Daviddk;Tiki Taka;CL;Pop
Mayo;Radio;2022;100;Justin Bieber;Peaches Feat. Daniel Caesar, Giveon;CA;Pop
Junio;Radio;2022;1;Harry Styles;As It Was;GB;Pop
Junio;Radio;2022;2;Shakira , Rauw Alejandro;Te Felicito;CO;Pop
Junio;Radio;2022;3;Karol G;PROVENZA;CO;Urbano
Junio;Radio;2022;4;PolimÃ¡ Westcoast , Pailita;ULTRA SOLO;CL;Urbano
Junio;Radio;2022;5;Lizzo;About Damn Time;US;Pop
Junio;Radio;2022;6;SebastiÃ¡n Yatra;Tacones Rojos;CO;Urbano
Junio;Radio;2022;7;Becky G , Karol G;Mamiii;DE;Urbano
Junio;Radio;2022;8;Standly;Pegate;CL;Urbano
Junio;Radio;2022;9;Cris Mj;Una Noche En MedellÃ­n;CL;Urbano
Junio;Radio;2022;10;Camila Cabello Feat. Ed Sheeran;Bam Bam;CU;Pop
Junio;Radio;2022;11;Rauw Alejandro Y Chencho Corleone;Desesperados;PR;Urbano
Junio;Radio;2022;12;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Junio;Radio;2022;13;Ak4:20, Pailita, , Cris Mj;Me ArrepentÃ­;FR;Urbano
Junio;Radio;2022;14;Camilo;Pegao;ES;Pop
Junio;Radio;2022;15;Daddy Yankee;RUMBATON;PR;Urbano
Junio;Radio;2022;16;Adele;Easy On Me;GB;Pop
Junio;Radio;2022;17;Farruko;Pepas;PR;Urbano
Junio;Radio;2022;18;BACILOS;Toca Madera;US;Pop
Junio;Radio;2022;19;Sam Smith;Love Me More;GB;Pop
Junio;Radio;2022;20;Zion , Lennox;Brisa Ft. Danny Ocean;US;Urbano
Junio;Radio;2022;21;Charles , Eddie;Would I Lie To You?;US;Pop
Junio;Radio;2022;22;Rauw Alejandro;Todo De Ti;PR;Urbano
Junio;Radio;2022;23;Bruno Mars, Anderson .Paak;Leave The Door Open;US, US;Pop
Junio;Radio;2022;24;Morat Con Duki;Paris;CO;Pop
Junio;Radio;2022;25;Zzoilo, Aitana;Mon Amour (Remix);ES, ES;Pop
Junio;Radio;2022;26;Bizarrap;Tiago PZK: Bzrp Music Sessions, Vol. 48;AR;Urbano
Junio;Radio;2022;27;Los Bunkers;Bailando Solo;CL;Rock
Junio;Radio;2022;28;Eix, Dalex, Juhn;Tour (Remix);PR, PR;Urbano
Junio;Radio;2022;29;Los AutÃ©nticos Decadentes;El Murguero;AR;Rock
Junio;Radio;2022;30;Harry Styles;Late Night Talking;GB;Pop
Junio;Radio;2022;31;Shawn Mendes;When You're Gone;CA;Pop
Junio;Radio;2022;32;SÃ³ Pra Contrariar;Cuando Acaba El Placer;BR;Latino/Tropical
Junio;Radio;2022;33;R.E.M.;Everybody Hurts;US;Rock
Junio;Radio;2022;34;PolimÃ¡ Westcoast, Pailita, Feid;ULTRA SOLO Remix;CL, CO;Urbano
Junio;Radio;2022;35;Bad Bunny;Despues De La Playa;PR;Urbano
Junio;Radio;2022;36;Cami;Querida Rosa;CL;Pop
Junio;Radio;2022;37;Francisca Valenzuela;DAR Y DAR;CL;Rock
Junio;Radio;2022;38;Shootter Ledo;Pa Que Sude Feat. Shootter Ledo (Gonna Make You Sweat);PR;Urbano
Junio;Radio;2022;39;The Weeknd;Blinding Lights;CA;Pop
Junio;Radio;2022;40;Wisin, Camilo Y Los Legendarios;Buenos DÃ­as;PR;Urbano
Junio;Radio;2022;41;Grupo Quetzal;El Condor Pasa;MX;Folk/Indie
Junio;Radio;2022;42;Harry Styles;Watermelon Sugar;GB;Pop
Junio;Radio;2022;43;Danny Ocean;Fuera Del Mercado;US;Urbano
Junio;Radio;2022;44;Mon Laferte;Tu Falta De Querer;MX;Pop
Junio;Radio;2022;45;J Balvin, Ed Sheeran;Sigue;CO, GB;Urbano
Junio;Radio;2022;46;Billy Idol;Eyes Without A Face;GB;Rock
